30/07/2017 11:53:37,,,,,,,,,,,,,,,,,,,
Type,Welsh Type,Latin,English,Welsh,Plural,Gender,unknown,unknown,Category,SubCategory,Welsh Details,English Details,Wiki Link,Picture Credit,Picture Link,Visitor,Rare,Location,unused
bird,adar,Pitta cyanea,blue pitta,pita glas,pitaod gleision,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta elliotii,Elliot’s pitta,pita Elliot,pitaod Elliot,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta guajana,blue-tailed pitta,pita rhesog,pitaod rhesog,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta gurneyi,Gurney’s pitta,pita Gurney,pitaod Gurney,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta baudi,blue-headed pitta,pita penlas,pitaod penlas,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta sordida,hooded pitta,pita cycyllog,pitaod cycyllog,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta brachyura,blue-winged pitta,pita adeinlas,pitaod adeinlas,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta nympha,fairy pitta,pita aeliog,pitaod aeliog,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta angolensis,African pitta,pita Affrica,pitaod Affrica,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta reichenowi,green-breasted pitta,pita bronwyrdd,pitaod bronwyrdd,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta superba,superb pitta,pita gwych,pitaod gwych,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta maxima,great pitta,pita bronwyn,pitaod bronwyn,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta steerei,Steere’s pitta,pita cefnwyrdd,pitaod cefnwyrdd,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta moluccensis,Moluccan pitta,pita Molwcaidd,pitaod Molwcaidd,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta versicolor,noisy pitta,pita swnllyd,pitaod swnllyd,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta elegans,elegant pitta,pita cain,pitaod cain,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta iris,rainbow pitta,pita seithliw,pitaod seithliw,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,Pitta anerythra,black-faced pitta,pita wynebddu,pitaod wynebddu,g,,,PASSERIFORMES,PITTIDAE,,,,,,,,,
bird,adar,112,,,,,,,,,,,,,,,,,
bird,adar,XENICIDAE,NEW ZEALAND WRENS,DRYWOD SELAND NEWYDD,,,,,,,,,,,,,,,
bird,adar,Acanthisitta chloris,rifleman,reifflwr,reifflwyr,g,,,PASSERIFORMES,XENICIDAE,,,,,,,,,
bird,adar,Xenicus longipes,bush wren,dryw'r prysgdir,drywod y prysgdir,g,,,PASSERIFORMES,XENICIDAE,,,,,,,,,
bird,adar,Xenicus gilviventris,rock wren,dryw'r graig,drywod y graig,g,,,PASSERIFORMES,XENICIDAE,,,,,,,,,
bird,adar,113,,,,,,,,,,,,,,,,,
bird,adar,PHILEPITTIDAE,ASITIES,ASITÏOD,,,,,,,,,,,,,,,
bird,adar,Philepitta castanea,velvet asity,asiti tywyll,asitïod tywyll,g,,,PASSERIFORMES,PHILEPITTIDAE,,,,,,,,,
bird,adar,Philepitta schlegeli,Schlegel’s asity,asiti Schlegel,asitïod Schlegel,g,,,PASSERIFORMES,PHILEPITTIDAE,,,,,,,,,
bird,adar,Neodrepanis coruscans,wattled false sunbird,asiti tagellog,asitïod tagellog,g,,,PASSERIFORMES,PHILEPITTIDAE,,,,,,,,,
bird,adar,Neodrepanis hypoxantha,small-billed false sunbird,asiti pig fechan,asitïod pig fechan,g,,,PASSERIFORMES,PHILEPITTIDAE,,,,,,,,,
bird,adar,114,,,,,,,,,,,,,,,,,
bird,adar,MENURIDAE,LYREBIRDS,ADAR TELYN,,,,,,,,,,,,,,,
bird,adar,Menura novaehollandiae,superb lyrebird,aderyn telyn gwych,adar telyn gwych,g,,,PASSERIFORMES,MENURIDAE,,,,,,,,,
bird,adar,Menura alberti,Prince Albert’s lyrebird,aderyn telyn Albert,adar telyn Albert,g,,,PASSERIFORMES,MENURIDAE,,,,,,,,,
bird,adar,115,,,,,,,,,,,,,,,,,
bird,adar,ATRICHORNITHIDAE,SCRUBBIRDS,PRYSGADAR,,,,,,,,,,,,,,,
bird,adar,Atrichornis clamosus,western scrubbird,prysgaderyn y Gorllewin,prysgadar y Gorllewin,g,,,PASSERIFORMES,ATRICHORNITHIDAE,,,,,,,,,
bird,adar,Atrichornis rufescens,rufous scrubbird,prysgaderyn y Dwyrain,prysgadar y Dwyrain,g,,,PASSERIFORMES,ATRICHORNITHIDAE,,,,,,,,,
bird,adar,116,,,,,,,,,,,,,,,,,
bird,adar,ALAUDIDAE,LARKS,EHEDYDDION,,,,,,,,,,,,,,,
bird,adar,Mirafra cantillans,western singing bush lark,llwyn-ehedydd gorllewinol,llwyn-ehedyddion gorllewinol,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra javanica,eastern singing bush lark,llwyn-ehedydd dwyreiniol,llwyn-ehedyddion dwyreiniol,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra hova,Hova lark,ehedydd yr Hofa,ehedyddion yr Hofa,g,wedi'i enwi ar ol llwyth yr Hofa,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra passerina,monotonous lark,ehedydd undonog,ehedyddion undonog,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra albicauda,white-tailed bush lark,llwyn-ehedydd cynffonwyn,llwyn-ehedyddion cynffonwyn,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra cheniana,melodious lark,ehedydd pêr,ehedyddion pêr,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra cordofanica,Kordofan lark,ehedydd Kordofan,ehedyddion Kordofan,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra williamsi,Williams’ lark,ehedydd Williams,ehedyddion Williams,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra candida,Nyiro bush lark,ehedydd Nyiro,ehedyddion Nyiro,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra africana,rufous-naped lark,ehedydd gwargoch,ehedyddion gwargoch,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra hypermetra,red-winged bush lark,llwyn-ehedydd adeingoch Affrica,llwyn-ehedyddion adeingoch Affrica,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra somalica,Somali lark,ehedydd Somalia,ehedyddion Somalia,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra ashi,Ash’s lark,ehedydd Ash,ehedyddion Ash,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra angolensis,Angola lark,ehedydd Angola,ehedyddion Angola,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra rufocinnamomea,flappet lark,ehedydd clepiog y Gogledd,ehedyddion clepiog y Gogledd,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra apiata,clapper lark,ehedydd clepiog y De,ehedyddion clepiog y De,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra africanoides,fawn-coloured lark,ehedydd melynllwyd,ehedyddion melynllwyd,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra collaris,collared lark,ehedydd torchog,ehedyddion torchog,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra assamica,rufous-winged bush lark,llwyn-ehedydd adeingoch Asia,llwyn-ehedyddion adeingoch Asia,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra rufa,rusty bush lark,ehedydd coch y Gogledd,ehedyddion cochion y Gogledd,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra gilletti,Gillett’s lark,ehedydd Gillett,ehedyddion Gillett,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra degodiensis,Degodi lark,ehedydd Degodi,ehedyddion Degodi,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra poecilostrena,pink-breasted lark,ehedydd gwridog,ehedyddion gwridog,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra sabota,sabota lark,ehedydd sabota,ehedyddion sabota,g,enw Chauna (llwyth yn Botswana) am yr aderyn,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Mirafra erythroptera,Indian red-wnged lark,ehedydd adeingoch India,ehedyddion adeingoch India,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Heteromirafra ruddi,Rudd’s lark,ehedydd Rudd,ehedyddion Rudd,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Heteromirafra archeri,Archer’s lark,ehedydd Archer,ehedyddion Archer,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Heteromirafra sidamoensis,Sidamo lark,ehedydd Sidamo,ehedyddion Sidamo,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Certhilauda curvirostris,long-billed lark,ehedydd hirbig,ehedyddion hirbig,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Certhilauda chuana,short-clawed lark,ehedydd byrewin,ehedyddion byrewin,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Certhilauda albescens,karoo lark,ehedydd y carŵ,ehedyddion y carŵ,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Certhilauda erythrochlamys,dune lark,ehedydd twyni,ehedyddion twyni,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Certhilauda burra,red lark,ehedydd coch y De,ehedyddion cochion y De,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Pinarocorys nigricans,dusky lark,ehedydd tywyll,ehedyddion tywyll,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Pinarocorys erythropygia,rufous-rumped lark,ehedydd tingoch,ehedyddion tingoch,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Chersomanes albofasciata,spike-heeled lark,ehedydd hirewin,ehedyddion hirewin,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Alaemon alaudipes,hoopoe lark,ehedydd dwyresog,ehedyddion dwyresog,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Alaemon hamertoni,lesser hoopoe lark,ehedydd hirbig,ehedyddion hirbig,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Ramphocoris clotbey,thick-billed lark,ehedydd gylfindew,ehedyddion gylfindew,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Melanocorypha calandra,calandra lark,ehedydd calandra,ehedyddion calandra,g,o'r iaith Groeg,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Melanocorypha bimaculata,bimaculated lark,ehedydd deufannog,ehedyddion deufannog,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Melanocorypha mongolica,Mongolian lark,ehedydd Mongolia,ehedyddion Mongolia,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Melanocorypha maxima,long-billed calandra lark,ehedydd Tibet,ehedyddion Tibet,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Melanocorypha leucoptera,white-winged lark,ehedydd adeinwyn,ehedyddion adeinwyn,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Melanocorypha yeltonensis,black lark,ehedydd du,ehedyddion duon,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Ammomanes cincturus,bar-tailed lark,ehedydd diffeithwch cynffonresog,ehedyddion diffeithwch cynffonresog,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Ammomanes phoenicurus,rufous-tailed desert lar,ehedydd diffeithwch cynffongoch,ehedyddion diffeithwch cynffongoch,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Ammomanes deserti,desert lark,ehedydd diffeithwch,ehedyddion diffeithwch,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Ammomanes grayi,Gray’s lark,ehedydd Gray,ehedyddion Gray,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calandrella brachydactyla,greater short-toed lark,ehedydd llwyd,ehedyddion llwydion,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calandrella cinerea,red-capped lark,ehedydd corungoch,ehedyddion corungoch,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calandrella blanfordi,Blanford’s lark,ehedydd Blanford,ehedyddion Blanford,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calandrella acutirostris,Hume’s short-toed lark,ehedydd Hume,ehedyddion Hume,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calandrella raytal,Indian sand lark,ehedydd tywod,ehedyddion tywod,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calandrella rufescens,lesser short-toed lark,ehedydd llwyd bach,ehedyddion llwyd bach,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calandrella somalica,Somali short-toed lark,ehedydd byrewin Somalia,ehedyddion byrewin Somalia,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calandrella cheleensis,Mongolian short-toed lark,ehedydd llwyd Asia,ehedyddion llwydion Asia,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Spizocorys conirostris,pink-billed lark,ehedydd pig binc,ehedyddion pig binc,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Spizocorys sclateri,Sclater’s lark,ehedydd Sclater,ehedyddion Sclater,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Spizocorys obbiensis,Obbia lark,ehedydd Obbia,ehedyddion Obbia,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Spizocorys personata,masked lark,ehedydd mygydog,ehedyddion mygydog,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Botha fringillaris,Botha’s lark,ehedydd Botha,ehedyddion Botha,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Eremalauda dunni,Dunn’s lark,ehedydd Dunn,ehedyddion Dunn,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Eremalauda starki,Stark’s lark,ehedydd Stark,ehedyddion Stark,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Chersophilus duponti,DuPont’s lark,ehedydd Dupont,ehedyddion Dupont,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Pseudalaemon freemantlii,short-tailed lark,ehedydd cwta,ehedyddion cwta,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Galerida cristata,crested lark,ehedydd copog,ehedyddion copog,g,,,PASSERIFORMES,ALAUDIDAE,,,,Mike Nesbitt,https://drive.google.com/open?id=0BwyoF0liwUlQN3BKNHNKeXJjSlU,,R,UK,
bird,adar,Galerida malabarica,Thekla lark,ehedydd Thekla,ehedyddion Thekla,g,wedi'i enwi ar ol dynes Thekla Brehm,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Galerida deva,Sykes’ crested lark,ehedydd copog Sykes,ehedyddion copog Sykes,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Galerida modesta,sun lark,ehedydd haul,ehedyddion haul,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Calendula magnirostris,large-billed lark,ehedydd gylfinbraff,ehedyddion gylfinbraff,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Lullula arborea,wood lark,ehedydd coed,ehedyddion coed,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Alauda arvensis,Eurasian sky lark,ehedydd,ehedyddion,g,,,PASSERIFORMES,ALAUDIDAE,,,,Mike Nesbitt,https://drive.google.com/open?id=0BwyoF0liwUlQc2NBUlFxaUhvMEE,,,UK,
bird,adar,Alauda gulgula,oriental sky lark,ehedydd dwyreiniol,ehedyddion dwyreiniol,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Alauda razae,Raza Island lark,ehedydd Ynys Raza,ehedyddion Ynys Raza,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Emeropterix australis,black-eared sparrow-lark,ehedydd clustddu,ehedyddion clustddu,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Emeropterix leucotis,chestnut-backed sparrow-lark,ehedydd cefnwinau,ehedyddion cefnwinau,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Emeropterix signata,chestnut-headed sparrow-lark,ehedydd penwinau,ehedyddion penwinau,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Emeropterix verticalis,grey-backed sparrow-lark,ehedydd cefnllwyd,ehedyddion cefnllwyd,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Emeropterix nigriceps,black-crowned sparrow-lark,ehedydd bronddu,ehedyddion bronddu,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Emeropterix grisea,ashy-crowned sparrow-lark,ehedydd llwydgoron,ehedyddion llwydgoron,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Emeropterix leucopareia,Fischer’s sparrow-lark,ehedydd Fischer,ehedyddion Fischer,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Eremophila alpestris,shore (horned) lark,ehedydd traeth,ehedyddion traeth,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,Eremophila bilopha,Temminck’s horned lark,ehedydd Temminck,ehedyddion Temminck,g,,,PASSERIFORMES,ALAUDIDAE,,,,,,,,,
bird,adar,117,,,,,,,,,,,,,,,,,
bird,adar,HIRUNDINIDAE,SWALLOWS,GWENOLIAID,,,,,,,,,,,,,,,
bird,adar,PSEUDOCHELIDONINAE,,,,,,,,,,,,,,,,,
bird,adar,Pseudochelidon eurystomina,African river martin,gwennol afon Affrica,gwenoliaid afon Affrica,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Pseudochelidon sirintarae,white-eyed river martin,gwennol afon Asia,gwenoliaid afon Asia,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,HIRUNDININAE,,,,,,,,,,,,,,,,,
bird,adar,Tachycineta bicolor,tree swallow,gwennol coed America,gwenoliaid coed America,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Tachycineta albilinea,mangove swallow,gwennol mangrôf,gwenoliaid mangrôf,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Tachycineta albiventer,white-winged swallow,gwennol adeinwen,gwenoliaid adeinwyn,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Tachycineta leucorrhoa,white-rumped swallow,gwennol dinwen,gwenoliaid tinwyn,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Tachycineta meyeni,Chilean swallow,gwennol dinwen y De,gwenoliaid tinwyn y De,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Tachycineta thalassina,violet-green swallow,gwennol werdd,gwenoliaid gwyrddion,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Tachycineta cyaneoviridis,Bahama swallow,gwennol y Bahamas,gwenoliaid y Bahamas,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Tachycineta euchrysea,golden swallow,gwennol euraid,gwenoliaid euraid,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Phaeaoprogne tapera,brown-chested martin,gwennol dorchfrown,gwenoliaid torchfrown,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Progne subis,purple martin,gwennol borffor,gwenoliaid porffor,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Progne cryptoleuca,Cuban martin,gwennol Ciwba,gwenoliaid Ciwba,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Progne dominicensis,Caribbean martin,gwennol y Caribî,gwenoliaid y Caribî,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Progne sinaloae,Sinaloa martin,gwennol Sinaloa,gwenoliaid Sinaloa,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Progne chalybea,grey-breasted martin,gwennol fronllwyd,gwenoliaid bronllwyd,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Progne modesta,southern martin,gwennol Magellan,gwenoliaid Magellan,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Notiochelidon murina,brown-bellied swallow,gwennol ludlwyd,gwenoliaid lludlwyd,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Notiochelidon cyanoleuca,blue and white swallow,gwennol las a gwyn,gwenoliaid glas a gwyn,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Notiochelidon flavipes,pale-footed swallow,gwennol yddfbinc,gwenoliaid gyddfbinc,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Notiochelidon pileata,black-capped swallow,gwennol benddu,gwenoliaid penddu,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Atticora fasciata,white-banded swallow,gwennol dorchwen,gwenoliaid torchwyn,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Atticora melanoleuca,black-collared swallow,gwennol dorchddu,gwenoliaid torchddu,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Neochelidon tibialis,white-thighed swallow,gwennol facsiog,gwenoliaid bacsiog,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Alopochelidon fucata,tawny-headed swallow,gwennol benwinau,gwenoliaid penwinau,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Stelgidopteryx serripennis,northern rough-winged swallow,gwennol adeinfachog y Gogledd,gwenoliaid adeinfachog y Gogledd,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Stelgidopteryx ruficollis,southern rough-winged swallow,gwennol adeinfachog y De,gwenoliaid adeinfachog y De,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Cheramoeca leucosternus,white-backed swallow,gwennol gefnwen,gwenoliaid cefnwyn,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Riparia paludicola,brown-throated sand martin,gwennol blaen,gwenoliaid plaen,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Riparia congica,Congo sand martin,gwennol glennydd Congo,gwenoliaid glennydd Congo,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Riparia riparia,sand martin,gwennol y glennydd,gwenoliaid y glennydd,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,Summer,,UK,
bird,adar,Riparia riparia diluta,eastern sand martin,gwennol glennydd ddwyreiniol,gwenoliaid glennydd ddwyreiniol,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Riparia cincta,banded martin,gwennol dorchog,gwenoliaid torchog,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Phedina borbonica,Mascarene martin,gwennol Môr India,gwenoliaid Môr India,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Phedina brazzae,Brazza's martin,gwennol glennydd fraith,gwenoliaid glennydd brithion,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Pseudohirundo griseopyga,grey-rumped swallow,gwennol dinllwyd,gwenoliaid tinllwyd,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo rupestris,crag martin,gwennol y clogwyn,gwenoliaid y clogwyni,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo obsoleta,pale crag martin,gwennol glogwyn welw,gwenoliaid clogwyn gwelw,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo fuligula,African rock martin,gwennol y graig,gwenoliaid y graig,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo fuligula pusilla,red-throated rock martin,gwennol graig yddfgoch,gwenoliaid craig gyddfgoch,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo concolor,dusky crag martin,gwennol graig dywyll,gwenoliaid craig tywyll,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo rustica,barn swallow,gwennol,gwenoliaid,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,Mike Nesbill,https://drive.google.com/open?id=0BwyoF0liwUlQd0tRMktaOENIRUk,Summer,,UK,
bird,adar,Hirundo lucida,red-chested swallow,gwennol yddfgoch,gwenoliaid gyddfgoch,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo angolensis,Angola swallow,gwennol Angola,gwenoliaid Angola,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo tahitica,Pacific swallow,gwennol y Dwyrain,gwenoliaid y Dwyrain,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo albigularis,white-throated swallow,gwennol yddfwen y De,gwenoliaid gyddfwyn y De,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo aethiopica,Ethiopian swallow,gwennol Ethiopia,gwenoliaid Ethiopia,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo smithii,wire-tailed swallow,gwennol lostfain,gwenoliaid llostfain,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo atrocaerulea,blue swallow,gwennol las,gwenoliaid gleision,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
