30/07/2017 11:53:37,,,,,,,,,,,,,,,,,,,
Type,Welsh Type,Latin,English,Welsh,Plural,Gender,unknown,unknown,Category,SubCategory,Welsh Details,English Details,Wiki Link,Picture Credit,Picture Link,Visitor,Rare,Location,unused
bird,adar,Arborophila hyperythra,red-breasted tree partridge,petrisen goed frongoch,petris coed brongoch,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Arborophila ardens,Hainan hill partridge,petrisen fynydd Hainan,petris mynydd Hainan,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Tropicoperdix charltoni,chestnut-breasted tree partridge,petrisen goed fronwinau,petris coed bronwinau,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Tropicoperdix chloropus,green-legged hill partridge,petrisen fynydd goeswerdd,petris mynydd coeswerdd,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Tropicoperdix merlini,Annamese hill partridge,petrisen fynydd Annam,petris mynydd Annam,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Caloperdix oculea,ferruginous wood partridge,petrisen goed winau,petris coed gwinau,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Haematortyx sanguiniceps,crimson-headed wood partridge,petrisen goed bengoch,petris coed pengoch,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Rollulus roulroul,crested wood partridge,petrisen gopog,petris copog,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Ptilopachus petrosus,stone partridge,petrisen gerrig,petris cerrig,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Xenoperdix udzungwensis,Udzungwa forest partridge,petrisen Udzungwa,petris Udzungwa,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Bambusicola fytchii,bamboo partridge,petrisen fambŵ,petris bambŵ,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Bambusicola thoracica,Chinese bamboo partridge,petrisen fambŵ Tsiena,petris bambŵ Tsiena,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Galloperdix spadicea,red spurfowl,ceiliog ysbardun coch,ceiliogod ysbardun coch,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Galloperdix lunulata,painted spurfowl,ceiliog ysbardun lliwiedig,ceiliogod ysbardun lliwiedig,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Galloperdix bicalcarata,Ceylon spurfowl,ceiliog ysbardun Sri Lanka,ceiliogod ysbardun Sri Lanka,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Ophrysia superciliosa,Himalayan mountain quail,sofliar Himalaia,soflieir Himalaia,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Ithaginis cruentus,blood pheasant,ffesant waed,ffesantod gwaed,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Tragopan melanocephalus,Western tragopan,ffesant gorniog y Gorllewin,ffesantod corniog y Gorllewin,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Tragopan satyra,Satyr tragopan,ffesant gorniog satyr,ffesantod corniog satyr,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Tragopan blythii,Blyth's tragopan,ffesant gorniog Blyth,ffesantod corniog Blyth,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Tragopan temminckii,Temminck's tragopan,ffesant gorniog Temminck,ffesantod corniog Temminck,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Tragopan caboti,Cabot's tragopan,ffesant gorniog Cabot,ffesantod corniog Cabot,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Pucrasia macrolopha,Koklass pheasant,ffesant Koklass,ffesantod Koklass,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophophorus impeyanus,Himalayan monal pheasant,ffesant Himalaia,ffesantod Himalaia,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophophorus sclateri,Sclater's monal pheasant,ffesant Sclater,ffesantod Sclater,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophophorus lhuysii,Chinese monal pheasant,ffesant Tsiena,ffesantod Tsiena,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Gallus gallus,red jungle-fowl,ceiliog coedwig coch,ceiliogod coedwig cochion,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Gallus lafayettii,Ceylon jungle-fowl,ceiliog coedwig Sri Lanka,ceiliogod coedwig Sri Lanka,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Gallus sonneratii,grey jungle-fowl,ceiliog coedwig llwyd,ceiliogod coedwig llwydion,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Gallus varius,green jungle-fowl,ceiliog coedwig gwyrdd,ceiliogod coedwig gwyrddion,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura leucomelana,Kalij pheasant,ffesant Kalij,ffesantod Kalij,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura nycthemera,silver pheasant,ffesant arian,ffesantod arian,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura imperialis,imperial pheasant,ffesant ymerodrol,ffesantod ymerodrol,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura edwardsi,Edwards' pheasant,ffesant Edwards,ffesantod Edwards,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura haitiensis,Vo Quy's pheasant,ffesant Vo Quy,ffesantod Vo Quy,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura swinhoii,Swinhoe's pheasant,ffesant Swinhoe,ffesantod Swinhoe,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura inornata,Salvadori's pheasant,ffesant Salvadori,ffesantod Salvadori,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura hoogerwerfi,Sumatran fireback pheasant,ffesant gefngoch Swmatra,ffesantod cefngoch Swmatra,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura erythrophthalma,crestless fireback pheasant,ffesant gefngoch,ffesantod cefngoch,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura ignita,Crested fireback pheasant,ffesant gefngoch gribog,ffesantod cefngoch cribog,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura diardi,Siamese fireback pheasant,ffesant gefngoch Siam,ffesantod cefngoch Siam,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Lophura bulweri,Bulwer's pheasant,ffesant Bulwer,ffesantod Bulwer,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Crossoptilon crossoptilon,white eared-pheasant,ffesant glustiog,ffesantod clustiog,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Crossoptilon harmani,Tibetan eared-pheasant,ffesant glustiog Tibet,ffesantod clustiog Tibet,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Crossoptilon mantchuricum,brown eared-pheasant,ffesant glustiog frown,ffesantod clustiog brown,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Crossoptilon auritum,blue eared-pheasant,ffesant glustiog las,ffesantod clustiog gleision,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Catreus wallichii,cheer pheasant,ffesant Wallich,ffesantod Wallich,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Syrmaticus ellioti,Elliot's pheasant,ffesant Elliot,ffesantod Elliot,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Syrmaticus humiae,Mrs Hume's pheasant,ffesant Hume,ffesantod Hume,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Syrmaticus mikado,Mikado pheasant,ffesant Mikado,ffesantod Mikado,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Syrmaticus soemmerringi,copper pheasant,ffesant gopraidd,ffesantod copraidd,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Syrmaticus reevesii,Reeves' pheasant,ffesant Reeves,ffesantod Reeves,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Phasianus colchicus,common pheasant,ffesant,ffesantod,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,UK,
bird,adar,Phasianus colchicus mongolicus,Mongolian pheasant,ffesant Mongolia,ffesantod Mongolia,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Phasianus colchicus torquatus,ring-necked pheasant,ffesant dorchog,ffesantod torchog,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Phasianus versicolor,green pheasant,ffesant werdd,ffesantod gwyrddion,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Chrysolophus pictus,golden pheasant,ffesant euraid,ffesantod euraid,b,,,GALLIFORMES,PHASIANIDAE,,,,Ian Keith Jones,https://drive.google.com/open?id=0BwyoF0liwUlQNGY1c0VHVVkyNHM,,,UK,
bird,adar,Chrysolophus amherstiae,Lady Amherst's pheasant,ffesant Amherst,ffesantod Amherst,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Polyplectron chalcurum,Sumatran peacock-pheasant,peunffesant Swmatra,peunffesantod Swmatra,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Polyplectron inopinatum,Rothschild's peacock-pheasant,peunffesant Rothschild,peunffesanodt Rothschild,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Polyplectron germaini,Germain's peacock-pheasant,peunffesant Germain,peunffesantod Germain,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Polyplectron bicalcaratum,Burmese peacock-pheasant,peunffesant Bwrma,peunffesantod Bwrma,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Polyplectron malacense,Malay peacock-pheasant,peunffesant Malaia,peunffesantod Malaia,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Polyplectron emphanum,Palawan peacock-pheasant,peunffesant Palawan,peunffesantod Palawan,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Rheinartia ocellata,crested argus,ffesant gribog,ffesantod cribog,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Argusianus argus,great argus pheasant,ffesant lygadog,ffesantod llygadog,b,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Pavo cristatus,common peafowl,"paun, peunes",peunod,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Pavo muticus,green peafowl,paun gwyrdd,peunod gwyrddion,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,Afropavo congoensis,Congo peafowl,paun y Congo,peunod y Congo,g,,,GALLIFORMES,PHASIANIDAE,,,,,,,,,
bird,adar,NUMIDINAE,,,,,,,,,,,,,,,,,
bird,adar,Phasidus niger,black guineafowl,iâr gini ddu,ieir gini duon,b,,,GALLIFORMES,NUMIDINAE,,,,,,,,,
bird,adar,Agelastes meleagrides,white-breasted guineafowl,iâr gini fronwen,ieir gini bronwyn,b,,,GALLIFORMES,NUMIDINAE,,,,,,,,,
bird,adar,Numida meleagris,helmeted guineafowl,iâr gini helmog,ieir gini helmog,b,,,GALLIFORMES,NUMIDINAE,,,,,,,,,
bird,adar,Guttera plumifera,plumed guineafowl,iâr gini bluog,ieir gini pluog,b,,,GALLIFORMES,NUMIDINAE,,,,,,,,,
bird,adar,Guttera pucherani,crested guineafowl,iâr gini gribog,ieir gini cribog,b,,,GALLIFORMES,NUMIDINAE,,,,,,,,,
bird,adar,Acryllium vulturinum,vulturine guineafowl,iâr gini fwlturaidd,ieir gini fwlturaidd,b,,,GALLIFORMES,NUMIDINAE,,,,,,,,,
bird,adar,GRUIFORMES,,,,,,,,,,,,,,,,,
bird,adar,36,,,,,,,,,,,,,,,,,
bird,adar,MESITORNITHIDAE,MESITES,MESÎTAU,,,,,,,,,,,,,,,
bird,adar,Mesitornis variegata,white-breasted mesite,mesît bronwyn,mesîtau bronwyn,g,,,GRUIFORMES,MESITORNITHIDAE,,,,,,,,,
bird,adar,Mesitornis unicolor,brown mesite,mesît brown,mesîtau brown,g,,,GRUIFORMES,MESITORNITHIDAE,,,,,,,,,
bird,adar,Monias benschii,Bensch’s monia,mesît Bensch,mesîtau Bensch,g,,,GRUIFORMES,MESITORNITHIDAE,,,,,,,,,
bird,adar,37,,,,,,,,,,,,,,,,,
bird,adar,TURNICIDAE,BUTTON QUAILS,CORSOFLIEIR,,,,,,,,,,,,,,,
bird,adar,Turnix sylvatica,little button-quail,corsofliar coed,corsoflieir coed,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix maculosa,red-backed button-quail,corsofliar wargoch,corsoflieir gwargoch,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix everetti,Sumba button-quail,corsofliar Swmba,corsoflieir Swmba,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix worcesteri,Worcester’s button-guail,corsofliar Worcester,corsoflieir Worcester,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix hottentotta,Hottentot button-quail,corsofliar dinddu,corsoflieir tinddu,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix tanki,yellow-legged button-quail,corsofliar goesfelen,corsoflieir coesfelyn,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix suscitator,bustard quail,corsofliar resog,corsoflieir rhesog,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix nigricollis,Madagascar button-quail,corsofliar Madagasgar,corsoflieir Madagasgar,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix ocellata,spotted button-quail,corsofliar fannog,corsoflieir mannog,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix melanogaster,black-breasted button-quail,corsofliar fronddu,corsoflieir bronddu,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix varia,painted button-quail,corsofliar amryliw,corsoflieir amryliw,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix castanota,chestnut-backed button-quail,corsofliar gefnwinau,corsoflieir cefnwinau,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix pyrrhothorax,red-chested button-quail,corsofliar frongoch,corsoflieir brongoch,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Turnix velox,little quail,corsofliar fechan,corsoflieir bychain,b,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,Ortyxelos meiffrenii,quail plover,cwtiad-sofliar,cwtiad-soflieir,g,,,GRUIFORMES,TURNICIDAE,,,,,,,,,
bird,adar,38,,,,,,,,,,,,,,,,,
bird,adar,PEDIONOMIDAE,PLAINS WANDERERS,CRWYDRIAID Y MALÎ,,,,,,,,,,,,,,,
bird,adar,Pedionomus torquatus,plains wanderer,crwydryn y malî,crwydriaid y malî,g,,,GRUIFORMES,PEDIONOMIDAE,,,,,,,,,
bird,adar,39,,,,,,,,,,,,,,,,,
bird,adar,GRUIDAE,CRANES,GARANNOD,,,,,,,,,,,,,,,
bird,adar,GRUINAE,,,,,,,,,,,,,,,,,
bird,adar,Grus grus,common crane,garan,garannod,g,,,GRUIFORMES,GRUIDAE,,,,,,,R,UK,
bird,adar,Grus nigricollis,black-necked crane,garan gyddfddu,garannod gyddfddu,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Grus monacha,hooded crane,garan cycyllog,garannod cycyllog,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Grus canadensis,sandhill crane,garan twyni,garannod twyni,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Grus japonensis,Manchurian crane,garan Manshwria,garannod Manshwria,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Grus americana,whooping crane,garan ubanol,garannod ubanol,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Grus vipio,Japanese white-naped crane,garan Japan,garannod Japan,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Grus antigone,sarus crane,garan saras,garannod saras,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Grus rubicunda,brolga,brolga,brolgaod,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Grus leucogeranus,great white crane,garan gwyn Siberia,garannod gwyn Siberia,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Bugeranus carunculatus,wattled crane,garan tagellog,garannod tagellog,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Anthropoides virgo,demoiselle crane,garan mursenaidd,garannod mursenaidd,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Anthropoides paradisea,Stanley crane,garan glas,garannod gleision,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,BALEARICINAE,,,,,,,,,,,,,,,,,
bird,adar,Balearica pavonina,crowned crane,garan coronog,garannod coronog,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,Balearica regulorum,South African crowned crane,garan coronog y De,garannod coronog y De,g,,,GRUIFORMES,GRUIDAE,,,,,,,,,
bird,adar,40,,,,,,,,,,,,,,,,,
bird,adar,ARAMIDAE,LIMPKINS,HERCWYR,,,,,,,,,,,,,,,
bird,adar,Aramus guarauna,limpkin,herciwr,hercwyr,g,,,GRUIFORMES,ARAMIDAE,,,,,,,,,
bird,adar,41,,,,,,,,,,,,,,,,,
bird,adar,PSOPHIIDAE,TRUMPETERS,TRYMPEDWYR,,,,,,,,,,,,,,,
bird,adar,Psophia crepitans,common trumpeter,trympedwr cyffredin,trympedwyr cyffredin,g,,,GRUIFORMES,PSOPHIIDAE,,,,,,,,,
bird,adar,Psophia leucoptera,white-winged trumpeter,trympedwr adeinwyn,trympedwyr adeinwyn,g,,,GRUIFORMES,PSOPHIIDAE,,,,,,,,,
bird,adar,Psophia viridis,green-winged trumpeter,trympedwr adeinwyrdd,trympedwyr adeinwyrdd,g,,,GRUIFORMES,PSOPHIIDAE,,,,,,,,,
bird,adar,42,,,,,,,,,,,,,,,,,
bird,adar,RALLIDAE,RAILS,RHEGENNOD,,,,,,,,,,,,,,,
bird,adar,Himantornis haematopus,Nkulengu rail,rhegen Nkulengu,rhegennod Nkulengu,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Canirallus oculeus,grey-throated rail,rhegen yddflwyd Affrica,rhegennod gyddflwyd Affrica,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Canirallus kioloides,Madagascar grey-throated rail,rhegen yddflwyd Madagasgar,rhegennod gyddflwyd Madagasgar,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Canirallus cuvieri,white-throated rail,rhegen yddfwen Madagasgar,rhegennod gyddfwyn Madagasgar,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis castaneoventris,chestnut-bellied rail,rhegen goed winau,rhegennod coed gwinau,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis plumbeiventris,bare-eyed rail,rhegen goed lygadfoel,rhegennod coed llygadfoel,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis rosenbergii,bald-faced rail,rhegen goed wynepfoel,rhegennod coed wynepfoel,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis calopterus,red-winged wood rail,rhegen goed adeingoch,rhegennod coed adeingoch,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis saracura,slaty-breasted wood rail,rhegen goed fronllwyd,rhegennod coed bronllwyd,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis ypecaha,giant wood rail,rhegen goed fawr,rhegennod coed mawr,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis wolfi,brown wood rail,rhegen goed frown,rhegennod coed brown,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis mangle,little wood rail,rhegen goed fach,rhegennod coed bach,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis cajaneus,grey-necked wood rail,rhegen goed yddflwyd,rhegennod coed gyddflwyd,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis axillaris,rufous-necked wood rail,rhegen goed frongoch,rhegennod coed brongoch,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Eulabeornis concolor,uniform crake,rhegen goed unlliw,rhegennod coed unlliw,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus plateni,Platen’s rail,rhegen Platen,rhegennod Platen,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus wallaci,Wallace’s rail,rhegen Wallace,rhegennod Wallace,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus insignis,New Britain rail,rhegen Prydain Newydd,rhegennod Prydain Newydd,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus lafresnayanus,New Caledonian wood rail,rhegen Caledonia Newydd,rhegennod Caledonia Newydd,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus sylvestris,Lord Howe wood rail,rhegen Ynys Lord Howe,rhegennod Ynys Lord Howe,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus poecilopterus,barred wing rail,rhegen adeinresog,rhegennod adeinresog,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus sanguinolentus,plumbeous rail,rhegen blymaidd,rhegennod plymaidd,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus nigricans,blackish rail,rhegen dywyll,rhegennod tywyll,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus maculatus,spotted rail,rhegen fannog America,rhegennod mannog America,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus philippensis,buff-banded rail,rhegen dorchfrown,rhegennod torchfrown,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus rovianae,Roviana rail,rhegen Roviana,rhegennod Roviana,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus striatus,blue-breasted banded rail,rhegen gefnresog,rhegennod cefnresog,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus torquatus,barred rail,rhegen resog Asia,rhegennod rhesog Asia,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus owstoni,Guam rail,rhegen Guam,rhegennod Guam,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus pectoralis,slate-breasted rail,rhegen Lewin,rhegennod Lewin,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus caerulescens,Kaffir rail,rhegen y Penrhyn,rhegennod y Penrhyn,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus madagascariensis,Madagascar rail,rhegen Madagasgar,rhegennod Madagasgar,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus aquaticus,water rail,rhegen dŵr,rhegennod dŵr,b,,,GRUIFORMES,RALLIDAE,,,,Mike Nesbitt,https://drive.google.com/open?id=0BwyoF0liwUlQVDJncndJZFFmbTg,,,UK,
bird,adar,Rallus semiplumbeous,Bogota rail,rhegen Bogota,rhegennod Bogota,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus longirostris,clapper rail,rhegen fawr America,rhegennod mawrion America,bb,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus wetmorei,plain-flanked rail,rhegen ystlysblaen,rhegennod ystlysblaen,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus limicola,Virginia rail,rhegen fochlwyd,rhegennod bochlwyd,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus antarcticus,Austral rail,rhegen Magellan,rhegennod Magellan,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallus okinawae,Okinawa rail,rhegen Okinawa,rhegennod Okinawa,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Atlantisia rogersi,Inaccessible Island rail,rhegen Ynys Inaccessible,rhegennod Ynys Inaccessible,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Gallirallus australis,Weka rail,weca,wecaod,g,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rougetius rougetii,Rouget’s rail,rhegen Rouget,rhegenod Rouget,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Cyanolimnas cerverai,Zapata rail,rhegen Ciwba,rhegennod Ciwba,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina rubra,New Guinea chestnut rail,rhegen winau,rhegennod gwinau,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina leucospila,white-striped chestnut rail,rhegen winau resog,rhegennod gwinau rhesog,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina forbesi,Forbes’ chestnut rail,rhegen Forbes,rhegennod Forbes,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina mayri,Mayr’s chestnut rail,rhegen Mayr,rhegennod Mayr,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina castaneiceps,chestnut-headed crake,rhegen benwinau,rhegennod penwinau,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina tricolor,red-necked crake,rhegen yddfgoch,rhegennod gddfgoch,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina canningi,Andaman banded crake,rhegen Andaman,rhegennod Andaman,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina fasciata,red-legged crake,rhegen goesgoch,rhegennod coesgoch,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina eurizonoides,banded crake,rhegen goeslwyd,rhegennod coeslwyd,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Rallina paykulli,band-bellied crake,rhegen Paykull,rhegennod Paykull,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Coturnicops rufa,red-chested crake,corregen frongoch,corregennod brongoch,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Coturnicops pulchra,white-spotted crake,corregen gefnddu,corregennod cefnddu,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
bird,adar,Coturnicops lugens,African chestnut-headed crake,corregen benwinau,corregennod penwinau,b,,,GRUIFORMES,RALLIDAE,,,,,,,,,
